"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202411","9호선","등촌","26","1","6677","1211","16390","4346","51441","9113","62391","19183","28649","12818","19389","12054","18285","12145","19308","13491","18383","14222","16770","16304","16806","20470","18466","22515","19806","33656","20543","49830","10363","39049","7936","21954","6613","19013","4857","16228","2265","9641","412","3123","0","3","0","0","0","0","20241203"
"202411","9호선","마곡나루(서울식물원)","8","2","5598","1383","11031","10907","31623","25660","33454","63304","18284","27111","13874","16064","14727","14323","17221","14538","18145","16435","19157","15917","21641","17279","26969","20223","48039","27791","53014","41392","23626","31186","20283","18667","18470","17742","14805","15323","7289","10962","1076","4066","2","429","0","0","0","0","20241203"
"202411","9호선","사평","1","0","1164","258","3836","2131","13269","5780","15245","8600","9525","4634","7152","3881","6178","4084","7161","4718","6369","6797","6066","6034","6587","7640","8928","8280","8997","10262","8692","12987","5202","9537","3162","6437","2418","5843","1984","5702","660","3062","182","859","0","0","0","0","0","0","20241203"
"202411","9호선","샛강","29","0","1187","1245","2712","4677","5887","18117","7333","40129","5824","16099","5773","9806","7163","9047","8090","7876","8992","8550","9931","7755","11102","7559","12964","9282","23994","11806","34555","14664","14348","8654","11700","4540","10963","4163","7875","3554","3945","2284","867","841","0","24","0","0","0","0","20241203"
"202411","9호선","선유도","2","1","2370","1260","6662","4083","23948","15857","29136","41688","13910","21862","10266","8934","9577","8580","10610","8971","10453","8579","10404","9265","12159","9808","15012","10467","29271","14217","37217","23683","13163","16337","7923","10166","6318","8457","4758","8110","1896","4512","302","1629","0","8","0","0","0","0","20241203"
"202411","9호선","신논현","64","1","3984","1552","12545","17314","30102","40364","41318","87725","33049","106830","29260","61161","33430","45274","40063","46913","43506","48441","47753","48683","53772","48914","67603","56061","86978","76968","108966","100879","80525","59651","61732","33744","66533","27416","57811","22562","28651","14081","5068","3718","0","721","0","0","0","0","20241203"
"202411","9호선","신목동","0","0","2797","376","6660","2227","23190","4178","21746","6676","11208","4628","8006","3164","6858","3626","6970","4323","5893","5135","5582","5395","5741","5945","6741","8545","7929","10388","6688","16324","3420","12479","2407","7912","1958","7666","1734","6124","561","4298","165","1151","1","84","0","0","0","0","20241203"
"202411","9호선","신반포","1","0","934","425","2892","4684","10334","9141","13788","12086","8782","8202","6355","6313","6122","5426","6754","5961","7323","6954","6991","7498","8919","7166","11515","7851","12174","10316","11922","11968","6807","9172","4998","5495","4733","4531","3090","4646","861","2453","178","864","0","0","0","0","0","0","20241203"
"202411","9호선","신방화","0","0","5295","708","12486","2549","30298","5591","30217","13418","16449","7850","12264","6136","11136","6355","11502","7982","10599","8781","9132","9767","11317","11395","11208","14184","10089","17855","10738","25855","6266","22177","4748","13111","4004","11047","2738","11677","1262","6357","202","2346","0","0","0","0","0","0","20241203"
"202411","9호선","양천향교","2","1","4886","1040","11695","9260","33284","16399","33936","44957","16819","19185","12941","10426","13107","8200","14984","9662","13824","11777","12768","10385","14874","12173","19007","14849","27508","19436","35678","30770","12036","26275","8257","16347","6894","16377","5255","13515","2444","10301","500","2726","0","218","0","0","0","0","20241203"
"202411","9호선","여의도","20","0","2922","2998","4538","25923","9276","151768","12353","186788","13049","92770","18606","43408","27447","41267","28011","40645","34822","40559","40001","35536","50576","32894","70824","33045","177542","34880","169500","37473","81263","20259","68537","11169","50396","9498","28022","8488","9573","4487","1488","2038","1","380","0","1","0","0","20241203"
"202411","9호선","염창","25","0","14127","892","28666","4967","81916","9057","89606","21959","51132","13527","31501","11028","27318","12313","27417","14790","24167","17577","21091","20556","20089","26361","21820","32693","24505","50851","25533","75846","14022","63049","10946","40161","9278","34531","7092","34947","3084","20165","501","6825","0","334","0","0","0","0","20241203"
"202411","9호선","증미","0","0","2805","468","8790","2998","24993","11650","26288","48493","13566","19350","9813","7151","9566","6431","9734","6590","9391","7080","8764","7835","8782","8847","10221","10152","23671","13571","38083","22356","10967","16018","6262","9583","4951","8350","2794","8531","1133","4695","225","1582","0","1","0","0","0","0","20241203"
"202411","9호선","흑석(중앙대입구)","9","0","3662","1124","6759","5392","20142","12989","24361","29535","17213","18623","14052","18073","15138","15425","19251","17270","17458","15399","18039","15968","20665","15619","27092","16989","28448","24412","21639","31875","12285","20652","10668","13977","11205","11899","9437","11603","4506","6948","1064","2762","0","42","0","0","0","0","20241203"
"202411","9호선2~3단계","둔촌오륜","1","0","546","232","1216","3451","3399","4483","4057","3717","2934","1488","1884","1137","1550","1403","1753","1381","1995","1471","1832","1538","3324","1656","5751","1867","3454","2550","1856","3526","1032","2678","695","1638","798","1445","695","1509","257","649","32","363","0","34","0","0","0","0","20241203"
"202411","9호선2~3단계","봉은사","7","0","2074","2197","5329","19787","9802","43729","11446","124205","9891","95777","11038","55298","17663","45462","24391","42218","30221","45105","37666","37118","47015","33041","63725","31704","95247","30865","119375","30076","57441","17997","40643","10294","36814","8511","23157","5705","6353","3620","937","818","0","0","0","0","0","0","20241203"
"202411","9호선2~3단계","삼성중앙","1","0","1082","593","3334","4954","6919","18414","9050","48321","7538","36143","6890","14638","7547","10207","9155","9359","9859","9412","10051","8600","12445","8533","17331","9160","29299","12915","45811","14658","19082","9472","11895","5856","10817","4613","7165","4843","2756","2681","582","1028","0","0","0","0","0","0","20241203"
"202411","9호선2~3단계","삼전","18","0","5070","614","7905","2681","24199","5601","39456","17807","25883","10232","14307","6968","11897","7019","12638","8122","11750","9406","10289","9278","10139","11619","11393","14564","14943","19274","18264","30666","8057","23710","6741","14440","5563","14726","4600","12047","1855","8125","383","2521","0","474","0","0","0","0","20241203"
"202411","9호선2~3단계","석촌","11","0","3563","487","10192","2677","25728","5366","36322","13896","24742","12405","15690","9742","14185","10460","14918","11899","15684","12319","14604","12623","14957","14541","17039","15723","17863","24037","19280","33837","12012","26317","10528","17096","11358","13620","9251","14382","3979","7729","632","2200","0","4","0","0","0","0","20241203"
"202411","9호선2~3단계","석촌고분","1","0","3577","645","7392","2799","19924","5780","33659","15633","21814","10554","12275","6697","11091","6714","11955","8316","10499","8563","9613","9181","10120","10338","11305","12706","12886","17327","16605","28160","7441","21293","5832","13075","5161","11886","4192","11214","1486","6678","283","2696","0","1","0","0","0","0","20241203"
"202411","9호선2~3단계","선정릉","2","0","1102","1032","4093","7250","9276","20670","11817","62352","9419","52885","8220","22896","8774","15359","11570","13413","12593","15891","14310","13807","15899","12236","20401","12292","36613","15211","57147","16836","30074","11428","15949","8005","13752","7623","10083","6719","3729","4428","769","1410","1","11","0","0","0","0","20241203"
"202411","9호선2~3단계","송파나루","0","0","2192","273","5021","1569","13926","4116","22170","12764","13663","9550","8216","6235","7117","7136","7884","8619","8456","8360","8082","8234","8098","9869","8668","11385","10579","17928","14455","24891","8305","18897","7290","9907","7451","7446","6041","7255","2657","3917","591","1485","0","0","0","0","0","0","20241203"
"202411","9호선2~3단계","언주","1","0","1308","1019","3142","8256","7464","25148","10797","73226","10724","57876","10707","25656","12441","15461","14375","13549","15198","16980","17425","14693","20864","12370","26108","13570","47770","15599","64876","16919","31093","10627","18021","7448","13969","7331","10032","5240","3703","3785","813","1280","0","67","0","0","0","0","20241203"
"202411","9호선2~3단계","올림픽공원(한국체대)","1","0","1902","743","7219","4050","16278","6823","20435","16782","14194","11920","9826","12870","10143","15430","11594","15490","11582","20602","12022","20041","14851","24314","17601","29967","19997","30182","17141","28769","13218","20573","27085","11727","31701","11481","24174","9614","5301","6135","716","1863","0","28","0","0","0","0","20241203"
"202411","9호선2~3단계","종합운동장","3","0","1480","235","4061","1929","10615","5809","14444","11578","10280","10214","6938","6048","7033","5842","7934","6379","7616","6912","7156","7201","8009","7386","9285","8937","13074","12758","12823","18797","7796","12885","6399","7386","7818","7049","5506","6335","2442","3522","418","1020","0","19","0","0","0","0","20241203"
"202411","9호선2~3단계","중앙보훈병원","5","0","4461","515","20005","6540","50664","12912","52263","23741","32446","15573","22108","15894","20540","10492","18803","13069","14786","14576","18283","14230","19850","13579","20062","14779","22147","24505","16199","39355","7364","30300","5403","18881","4356","16405","3101","17098","958","7980","181","2655","1","200","0","0","0","0","20241203"
"202411","9호선2~3단계","한성백제","2","0","1090","283","3646","1137","9110","2213","12668","7830","7178","5082","4523","3680","4590","4485","6017","4691","7557","4737","6261","3955","5580","4417","5906","5419","7471","6872","9066","10132","3636","7944","3077","4232","3037","4474","2253","3157","807","2504","154","809","0","1","0","0","0","0","20241203"
"202411","경강선","경기광주","0","0","3336","320","16941","2681","43557","6510","43822","11729","22418","5935","14736","5325","12212","5651","12139","7086","9956","7748","8696","9550","9586","11775","11553","16249","11793","23445","9503","35485","4700","29527","3362","22466","2340","13702","1610","11472","545","5756","71","93","0","0","0","0","0","0","20241203"
"202411","경강선","곤지암","4","0","960","146","3443","2539","7565","5966","6708","8462","5169","3853","3577","4294","3859","4512","4151","4056","4563","3552","4466","3458","6083","3732","6765","4631","9591","5907","7577","6712","2713","5323","1794","3690","982","3380","432","2645","152","1758","10","389","0","0","0","0","0","0","20241203"
"202411","경강선","부발","2","0","1182","52","3546","2013","7708","7432","6213","6974","5232","2646","4323","2413","4447","2320","3841","2933","3795","2797","4165","2999","4405","3413","5664","4520","8829","5413","6598","6689","3123","5055","2301","5133","1215","4131","687","3495","414","3731","8","1329","0","0","0","0","0","0","20241203"
"202411","경강선","삼동","0","0","1660","56","6116","1409","13971","2651","14866","2459","8325","1358","4828","1382","3911","1528","3434","1977","2870","2041","2562","2857","2503","3833","2853","5509","3873","8721","3174","10870","1375","7463","950","6961","720","4684","479","3685","150","1793","16","61","0","0","0","0","0","0","20241203"
"202411","경강선","성남","0","0","238","12","1652","760","4649","1394","5295","2040","2497","937","2089","811","1698","959","1562","1183","1355","1157","1135","1349","1919","1940","1886","2160","2370","3375","1849","4465","1149","2599","894","1692","816","1522","797","1043","226","509","16","97","0","0","0","0","0","0","20241203"
"202411","경강선","세종대왕릉","1","0","251","3","581","124","977","644","958","767","770","712","749","606","661","662","695","823","710","484","765","758","805","606","885","876","971","741","707","1004","222","792","134","568","94","330","45","435","12","293","0","68","0","0","0","0","0","0","20241203"
"202411","경강선","신둔도예촌","0","0","878","26","3276","499","5621","2990","4951","3589","3572","2148","2808","1349","2378","1707","2659","1356","2689","1580","2112","1747","2717","2055","3453","2569","4796","3613","3300","4848","1474","5027","983","3121","615","2697","283","2174","79","1338","2","370","0","0","0","0","0","0","20241203"
"202411","경강선","여주","12","0","2418","12","5148","720","9572","3337","8361","5122","6874","7500","5746","4105","5340","5716","5295","4884","6231","4768","6766","4633","7373","4917","8295","6065","7658","8192","6320","9538","3116","9003","2175","6354","1576","4056","884","5240","230","3311","4","1351","0","0","0","0","0","0","20241203"
"202411","경강선","이매","18","2","651","54","1963","1021","4402","2214","3786","3189","1788","1523","1700","1205","1495","1082","1654","1249","1466","1323","1326","1433","1695","1734","2094","1810","2225","2775","2288","3044","1412","2007","1302","1162","1243","946","1064","735","392","403","10","78","0","0","0","0","0","0","20241203"
"202411","경강선","이천","6","0","885","65","3605","2056","8527","6603","7228","9409","6627","4491","5777","4060","5323","4278","5265","4828","5356","4832","5386","5028","5892","5478","7455","6598","7959","7536","7958","10087","3995","8234","3197","6991","2613","4073","1223","3595","565","1961","16","950","0","0","0","0","0","0","20241203"
"202411","경강선","초월","6","0","1937","161","8206","1758","19580","4721","20362","6386","9853","2805","6607","2402","5620","2381","5262","2934","4702","3447","4281","4136","4278","5177","5555","7324","6937","9200","5530","14756","2479","12424","1797","8557","1235","7177","728","5956","244","4353","22","65","0","0","0","0","0","0","20241203"
"202411","경강선","판교","5","0","733","34","2597","7903","6304","19738","4504","37726","3010","21081","3224","12790","5844","8668","4891","7700","5301","5755","7134","5974","12603","5900","11765","6268","22113","7855","29632","7995","17773","4358","17357","2186","11372","1911","7170","1173","2080","721","3","217","0","0","0","0","0","0","20241203"
"202411","경부선","가산디지털단지","1291","13","7081","2650","7930","12253","16557","57928","18355","155393","12966","82771","12017","25990","14132","18590","16620","19262","18410","19682","19928","18568","23720","19326","35043","22217","84926","28122","112185","32248","45764","23672","27700","14641","22609","13785","14695","12708","6263","7372","283","1133","0","5","0","0","0","0","20241203"
"202411","경부선","관악","158","3","8362","1908","14258","4140","33876","7503","29089","12215","16051","11128","11370","10110","10308","7856","11781","7754","11401","7812","10540","8282","11154","9962","12677","13143","12695","19109","11025","28694","6421","21468","4719","13305","4167","11927","2669","10244","1030","7152","69","817","0","0","0","0","0","0","20241203"
"202411","경부선","광명","0","0","20","1852","3724","3731","12488","7653","10687","8838","7591","6941","4698","4579","8127","2895","6191","8894","5657","202","3836","9435","7273","4584","8858","5877","11149","8074","11965","13111","9389","7415","3169","4741","8410","3071","2915","4864","1299","127","0","1","0","0","0","0","0","0","20241203"
"202411","경부선","구로","12968","72","21601","4588","19271","14377","39233","31869","38062","67593","27579","41581","21873","30214","22401","27563","25026","25608","26631","27198","28133","25188","31156","29171","37488","33477","55364","41130","54648","44408","25340","30574","20585","21145","18105","20218","11502","17483","4646","12987","72","11017","1","29","0","0","0","0","20241203"
"202411","경부선","군포","21","0","5646","2677","9109","10749","19504","32987","18110","41285","10616","9898","7859","5308","7699","5004","8243","5598","7429","6246","7101","5932","8426","7288","11752","8267","26634","11729","34058","14893","11150","12312","8081","7682","4475","6541","2663","5675","1174","3735","61","747","0","1","0","0","0","0","20241203"
"202411","경부선","금정","571","4","26508","5201","40947","21454","95852","50453","93008","95399","58875","40739","41163","24476","37296","25460","39681","28316","35838","31669","34211","32076","37188","42464","45815","51558","73326","73223","77297","100712","36523","78228","29195","47674","24349","45362","16866","37478","8155","25336","732","9802","1","54","0","0","0","0","20241203"
"202411","경부선","금천구청","636","2","11606","1566","18593","6298","45596","15473","41579","29167","25842","12255","18432","9554","16844","9828","16964","12166","15407","13990","14324","13644","14264","17935","16444","22738","17305","31496","25908","45462","10346","33180","8009","17970","6621","17028","4161","13918","1541","9067","70","809","0","0","0","0","0","0","20241203"
"202411","경부선","남영","139","2","2738","1394","4948","8188","13369","24224","20519","51234","12918","31087","10392","16567","10889","13870","12702","13007","12585","13929","13357","12968","17579","13936","22733","16059","34539","20441","39981","26468","18075","16650","15468","11110","15644","9674","12921","8775","5264","5217","327","1298","0","0","0","0","0","0","20241203"
"202411","경부선","노량진","395","11","5002","1970","7983","5857","18828","8167","24798","14650","14794","11106","11558","10543","12580","14004","14060","14658","15947","14281","16493","14160","17312","16454","18870","23562","21118","35103","20805","51015","16688","28166","17683","14926","19305","12665","19182","10925","7683","7155","463","1490","0","0","0","0","0","0","20241203"
"202411","경부선","당정","23","0","4829","908","12228","3304","27775","9291","23965","18675","13867","9777","9121","6493","9255","5610","9964","6458","8740","6282","8693","6313","9947","8005","11074","10416","14202","15436","14965","22340","5908","18398","4783","11352","3972","10026","3240","9821","1343","6227","68","1241","2","4","0","0","0","0","20241203"
"202411","경부선","대방","554","17","5319","2026","10009","8607","25526","31861","32369","44927","19937","21935","14751","12696","14250","11992","15075","12480","14794","14357","14987","13398","16254","15416","17093","19308","30352","26476","37802","35732","14206","22400","10751","15617","9123","15018","6113","13201","2066","8362","166","2077","1","1","0","0","0","0","20241203"
"202411","경부선","독산","681","6","8578","2488","20196","13701","49544","44920","46574","96131","26913","41971","19408","15804","19099","12529","20244","13360","19132","14813","18526","13801","20235","17827","32030","20848","58862","30965","66538","46098","28104","38560","17227","22772","12166","22091","7401","20444","2688","11956","106","823","0","1","0","0","0","0","20241203"
"202411","경부선","두정","923","3","5538","1550","10287","4819","18201","10842","17771","22987","16331","23723","12682","17038","12791","13865","15301","14320","14935","12852","14376","11913","17945","11980","20106","16152","21271","20971","20383","25000","12167","18115","9237","14158","8027","11398","5931","11180","2709","8360","74","2899","0","0","0","0","0","0","20241203"
"202411","경부선","명학","190","12","7061","2318","11309","8345","26304","27044","22448","55319","12502","17648","9143","9937","9503","11334","10398","8184","10334","9353","12290","9227","12101","8161","16989","10289","31879","14607","37879","20320","12633","17777","11067","10075","7644","8354","4728","7769","2208","5910","171","1204","0","0","0","0","0","0","20241203"
"202411","경부선","병점","3551","32","8486","3714","31596","12547","56190","22880","48556","32962","31930","21369","26958","16627","25912","16899","27471","20702","23260","19251","23753","21602","27907","26515","32280","33054","38399","47070","36096","53525","21625","45786","14770","33708","12622","25489","9278","23842","3240","16458","54","7381","0","14","0","0","0","0","20241203"
"202411","경부선","서동탄","1","0","1683","16","6191","775","11440","1563","4403","1265","2926","886","2107","802","1982","1073","1700","1115","1523","1166","1469","1436","1828","2030","1749","2610","2003","3172","2113","5725","899","5962","738","2967","513","2016","390","2489","121","1307","2","1229","0","0","0","0","0","0","20241203"
"202411","경부선","서울역","8","2","78","708","176","5034","13002","8400","24985","9516","21213","7407","17908","6452","19867","3548","19860","5715","18988","5443","8879","5224","20665","6497","19212","6717","22533","10300","26963","11072","25122","7431","16025","5098","21197","4770","16457","3864","8442","870","1123","43","2","0","0","0","0","0","20241203"
"202411","경부선","서정리","63","3","5423","3899","13527","8035","18972","16190","18725","23367","15273","10340","13915","8584","13469","8087","14399","10977","12496","11664","13217","10986","16405","13897","24489","18838","35888","21581","21690","21270","11810","19587","9272","15490","6842","11083","4384","11078","2398","8164","117","966","0","0","0","0","0","0","20241203"
"202411","경부선","석수","301","2","7801","2437","16360","5983","36195","11880","34246","14203","20692","10728","14505","7777","12874","6202","12231","7266","11680","8536","11096","9308","12922","11551","14512","14892","16657","22206","15200","31888","8575","24900","5971","15526","4634","14062","3154","12419","1291","7251","50","661","0","0","0","0","0","0","20241203"
"202411","경부선","성균관대","283","8","9569","2401","31232","7996","74975","10815","61814","28599","32200","20645","23711","17215","21297","16562","24632","16148","21862","19940","20606","19192","22708","23713","29849","30008","31679","45314","27822","66888","17399","51994","14140","31901","12789","28160","10180","24616","4903","17891","309","3111","0","9","0","0","0","0","20241203"
"202411","경부선","성환","40","1","2463","804","3715","2687","7057","13073","7344","20373","7508","23579","7508","10589","7727","6708","10801","9624","10904","9865","10670","5963","16551","6658","27177","7707","23085","9102","15624","9106","6149","7108","5004","6817","3235","6157","2230","6373","871","5025","111","1199","0","0","0","0","0","0","20241203"
"202411","경부선","세류","724","3","4332","985","10419","3308","16962","3966","11983","4895","6630","3249","5493","2933","4823","3364","4603","3825","4382","3716","4027","3981","4767","4981","6921","6490","7834","8819","5686","13532","3405","10859","2794","7394","2443","6979","1384","4900","522","3029","23","953","0","2","0","0","0","0","20241203"
"202411","경부선","세마","279","0","2672","1782","6974","5003","11386","5591","11312","11290","7145","3236","4998","2168","4690","2654","4739","2588","5387","3604","4558","3525","5450","3939","8100","7104","8878","9191","9455","9853","3567","8638","2388","6394","2018","4921","1348","4321","526","2657","58","282","0","0","0","0","0","0","20241203"
"202411","경부선","송탄","83","2","6070","775","8953","3190","13989","6026","12971","9710","10221","5311","8954","4447","8733","4890","8435","5693","8262","6104","7543","6686","8413","8309","10513","9934","9585","12259","10041","14955","5474","12915","4207","11443","3338","7826","2157","7277","1016","6143","69","668","0","0","0","0","0","0","20241203"
"202411","경부선","수원","2393","50","20831","4877","38945","33739","81650","58954","74845","82538","53928","79651","50132","73887","53742","70246","59897","84712","62609","79260","64029","78401","80812","82905","101652","95432","102521","109595","106822","137677","82872","99494","85552","56429","65251","43021","57906","35866","22156","23296","714","7562","0","18","0","0","0","0","20241203"
"202411","경부선","신길","1139","7","9342","1517","10871","5258","24371","19015","33323","29068","19186","12079","12141","7682","11106","6998","13264","7835","11914","8652","10552","8535","11647","10465","13728","12746","20972","17405","29547","23541","11198","16612","7734","11514","6742","12151","5655","10280","1876","6077","117","1802","0","0","0","0","0","0","20241203"
"202411","경부선","신도림","603","3","1956","865","3625","2966","9484","7088","11334","15700","6866","8018","4967","5709","5031","5927","5305","6198","5537","7139","5460","6334","5928","7289","7422","8420","11381","11513","14728","15492","6877","8414","6048","5402","5028","4778","4898","3819","1808","2503","101","1351","1","1","0","0","0","0","20241203"
"202411","경부선","안양","406","10","16630","2969","36265","12792","88341","24065","74408","52124","44504","50667","33160","34150","32542","33196","39956","31590","37515","38578","36067","32248","45453","39124","56294","44727","55266","63962","42087","88055","25463","66357","22766","39093","21469","31071","17355","26165","7816","18173","495","2893","0","0","0","0","0","0","20241203"
"202411","경부선","영등포","4081","25","16380","7269","16851","26371","42504","58193","60513","127181","43217","93858","42403","75474","48221","80278","56719","86986","61991","92446","63065","80740","90743","79302","103076","85310","118620","97023","158404","115570","93868","71253","94073","41084","73685","32368","59168","27129","24563","15121","853","4059","0","0","0","0","0","0","20241203"
"202411","경부선","오산","394","3","7395","1970","17509","9690","28558","27511","30252","21413","22333","16075","19933","12474","18696","11747","20243","14497","17248","16119","17334","16233","19319","19660","23979","25539","26589","30926","27423","34072","15946","27371","11784","18946","8739","14924","5117","11428","2298","8130","152","942","0","0","0","0","0","0","20241203"
"202411","경부선","오산대","355","3","3394","1035","8262","2684","14608","4488","11469","9303","7607","5079","5660","5210","5413","5006","5267","4510","6327","5648","5978","5281","8156","4923","9565","7343","9412","9934","9262","13466","4265","10850","3377","6929","3094","5199","2178","4512","1048","3038","135","338","0","0","0","0","0","0","20241203"
"202411","경부선","용산","508","16","4423","6240","6095","41464","24945","94673","35814","155254","43983","124580","40110","89727","57810","79578","55617","84815","70057","84331","55785","85052","105463","86265","117297","89377","139473","99392","170502","100581","112962","66979","114463","44860","111925","30020","75894","16791","28030","7214","1292","2261","0","0","0","0","0","0","20241203"
"202411","경부선","의왕","81","0","7061","2508","14236","9259","30914","33932","29309","32134","15776","12684","11830","8159","11208","7878","12161","8495","10909","9593","11005","8941","13891","11050","19298","14223","30495","19915","25838","29269","12210","21797","8695","13326","6519","11983","4259","10284","1771","7308","130","1369","0","4","0","0","0","0","20241203"
"202411","경부선","직산","86","6","948","334","1768","1470","2785","3694","2341","3718","1996","1357","1656","1157","1716","1029","1567","1242","1583","1205","1365","1322","1842","1274","1859","1835","4292","2612","3762","2666","1368","2208","908","1570","826","1405","323","1175","216","939","51","180","0","0","0","0","0","0","20241203"
"202411","경부선","진위","18","0","958","376","1595","2937","3150","8530","3032","8748","2508","3141","2019","2127","1815","1271","1977","1198","2191","1288","2033","1269","4331","1779","4561","1855","8378","2479","8387","2876","3280","2406","1662","1894","993","1419","594","1078","298","869","13","87","0","0","0","0","0","0","20241203"
"202411","경부선","천안","1483","10","3132","727","6046","3491","11777","7291","11498","16644","15391","15475","12033","13636","14283","14425","14400","15148","14520","14251","20165","14091","22053","15004","24209","15745","21257","21566","18574","20827","12169","12869","9314","9616","6867","7309","4336","5704","2199","3589","45","2307","0","5","0","0","0","0","20241203"
"202411","경부선","평택","124","3","8331","3089","14872","9484","29362","17386","32253","27611","28637","23697","24964","20321","23743","22215","24551","25521","26175","23725","25783","26882","27178","28826","31272","38787","35869","41679","31626","42168","22597","27897","22259","23887","15831","15824","13189","14068","6996","7730","178","2340","0","0","0","0","0","0","20241203"
"202411","경부선","평택지제","10","0","2678","5659","5837","8974","12358","12455","11493","8463","8004","5445","6611","3977","6230","4472","7107","4864","5111","4632","5575","4899","8038","6465","8694","8595","15139","10246","10596","11609","8044","9664","5775","7200","4325","6220","4922","5648","2579","3495","80","429","0","0","0","0","0","0","20241203"
"202411","경부선","화서","468","17","9879","1088","27217","3966","51462","7390","40775","14236","18810","12842","14279","12822","13092","17365","13692","19745","13935","22073","15245","19982","19405","21265","23225","23906","24770","31592","22490","48972","17350","36447","14492","20712","13172","15545","11508","13921","2193","8961","113","1596","0","6","0","0","0","0","20241203"
"202411","경원선","가능","464","6","9006","1518","11931","3537","24670","7616","22550","14149","13744","8009","12929","6523","12067","7262","12214","8076","10190","8995","9446","8450","9901","10405","10785","12817","12776","16811","9242","20181","5588","19133","4572","12622","3818","9373","2620","8736","1119","5232","275","2173","0","0","0","0","0","0","20241203"
"202411","경원선","광운대","2484","11","6883","1303","14846","3131","32497","5887","29541","21594","17577","12191","13782","12741","13857","15993","15400","12713","14713","13963","15112","14304","15448","14719","18505","17990","18953","21112","14585","26703","8742","21982","8749","14245","7993","12638","5708","11296","2869","9292","245","5218","0","13","0","0","0","0","20241203"
"202411","경원선","녹양","400","5","5493","829","7749","2104","16833","4887","14547","8335","9774","4781","8348","3800","7673","4750","7580","5064","7038","5839","6102","5641","6776","6899","7137","8178","7476","11559","7628","13543","3421","12019","2820","8533","2419","6394","1492","6411","661","4156","118","1358","0","0","0","0","0","0","20241203"
"202411","경원선","녹천","1509","41","4440","834","8617","1703","21448","4681","18805","5075","10649","2896","8360","3390","7441","3392","8257","4470","6732","4310","5575","5455","5623","6516","7279","8451","6054","10317","4642","14993","2922","11587","1867","6971","1856","6599","1337","6209","492","3487","60","1095","0","1","0","0","0","0","20241203"
"202411","경원선","덕계","37","2","7111","486","17537","3348","31385","4571","29406","7869","15199","5197","11626","3618","9778","4243","9353","5075","8105","6469","7192","7106","7315","9932","8607","12034","8270","17906","6857","22450","3956","22302","2917","13741","2454","11824","1987","8641","961","6532","219","2563","0","0","0","0","0","0","20241203"
"202411","경원선","덕정","10","0","5066","1169","10761","5408","21912","9558","22281","20164","12899","13203","11725","7621","10944","6957","11567","8215","13748","9358","10172","8486","12622","9935","14959","10727","15414","14919","13183","17114","6048","16443","3792","10236","3196","9563","2423","7385","1196","5294","333","2464","0","0","0","0","0","0","20241203"
"202411","경원선","도봉","313","27","6899","1346","10556","3512","19709","3851","18530","11140","14140","8253","11545","7537","10941","7357","10501","8898","10769","9045","10247","9533","10541","11216","10296","13015","10488","15477","10706","16911","4528","14106","3030","8394","2610","7698","1990","7106","802","4004","138","1589","0","0","0","0","0","0","20241203"
"202411","경원선","도봉산","295","6","6949","1057","9522","2695","21034","4681","21173","8323","15333","13565","13093","16872","13494","15712","15520","16123","18950","12787","22761","11650","24498","10746","23916","10405","19131","10134","13680","10724","8066","8617","4553","5628","3532","4928","2114","4396","1152","2811","198","1240","0","1","0","0","0","0","20241203"
"202411","경원선","동두천","49","4","1306","526","2523","1809","4419","5154","5142","5568","3809","5878","3626","3881","3763","2914","4268","3499","4224","3787","3957","3115","5763","3201","6782","3089","4262","3974","3990","3770","1754","3404","1116","2657","775","2262","701","1988","368","1855","10","705","0","7","0","0","0","0","20241203"
"202411","경원선","동두천중앙","35","2","2593","797","4563","1976","8475","4176","8566","10748","6321","4296","6162","4708","5626","4783","6729","4474","5855","5180","5380","5410","5941","5255","6930","6118","6265","6517","6268","6619","2603","5571","1745","4094","1460","3542","905","3103","465","2005","29","1201","0","0","0","0","0","0","20241203"
"202411","경원선","망월사","613","21","7626","1072","13753","3409","28565","5731","26697","23361","18090","16803","16119","11301","16219","16948","16029","13697","16937","13025","18105","14204","15328","14179","17242","17704","20924","21755","12148","27024","7133","22387","6137","13847","5193","12182","3828","11348","1795","6671","344","3423","0","0","0","0","0","0","20241203"
