"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202411","5호선","고덕","7","0","4278","2013","11278","11354","29131","18725","27100","23921","18912","16401","16641","14771","18117","11639","18429","12856","17457","18070","16958","15611","20162","18475","28021","19389","28089","20567","19964","30729","11718","24231","9432","13372","9033","12746","9346","11243","1993","6446","388","2600","0","129","0","0","0","0","20241203"
"202411","5호선","공덕","3","0","1882","977","5489","8124","21452","31140","34238","80301","19450","42909","15587","19329","16469","19023","18766","16766","21701","17863","19501","16172","22671","17410","27484","22170","46143","34500","66665","50289","26222","24139","21339","14676","21426","13134","16298","11797","7029","6752","994","1759","0","1","0","0","0","0","20241203"
"202411","5호선","광나루(장신대)","29","0","4209","1736","12099","8820","30889","16140","36286","35403","22856","21899","18233","18868","18357","16053","19745","16528","20624","17670","20645","17127","23744","18579","27684","22352","27182","26992","30148","34585","14726","25138","12431","15591","14970","14453","9715","13804","2619","8218","409","2312","0","0","0","0","0","0","20241203"
"202411","5호선","광화문(세종문화회관)","4","0","1275","1058","3429","33842","9574","87371","13375","282145","13029","144662","17070","68938","25683","62134","32100","53041","43050","55880","50838","48428","63957","43531","89293","43940","144537","47934","230692","47717","86616","20581","67248","9847","67080","7616","38384","5522","13340","3150","1466","788","0","1","0","0","0","0","20241203"
"202411","5호선","군자(능동)","44","1","7842","893","11842","5673","34145","9936","50431","26820","24879","19076","15552","14547","15459","13615","16400","14902","16704","17091","15908","17188","16127","19091","18983","25414","24946","36275","28305","58326","16681","36071","14626","22459","14552","20318","11315","19768","6479","12263","1277","5941","2","1124","0","0","0","0","20241203"
"202411","5호선","굽은다리(강동구민회관앞)","6","1","8053","740","14123","3180","35339","6805","40557","15577","22922","11930","17518","10073","15993","11317","17236","11718","17056","14202","15128","14249","14250","16237","15441","21429","16394","23540","16418","39062","9704","27842","7936","17180","7523","14197","4997","14705","1651","8027","364","3174","0","1","0","0","0","0","20241203"
"202411","5호선","길동","6","0","5650","820","9907","4820","23814","7789","29867","20099","17588","15645","15344","11046","14516","11786","15901","12622","16066","13085","14414","14880","14864","16048","15963","19500","17688","22179","17734","29687","9369","22608","7175","13147","6716","11209","4939","10393","2210","5837","444","2860","0","0","0","0","0","0","20241203"
"202411","5호선","김포공항","37","2","1123","3366","4857","10586","19450","18913","25994","24351","13661","14386","11687","14728","17362","16944","20259","16524","22342","17379","26867","16259","28324","16399","27215","16887","31533","18711","38844","17421","24594","10158","20982","4877","18419","3133","16771","2043","8012","1240","488","611","0","8","0","0","0","0","20241203"
"202411","5호선","까치산","269","1","25892","1717","44914","8288","121971","11260","151770","22101","82040","19199","48931","18406","42647","20846","43151","24938","39873","28746","33339","33688","31371","44740","32925","57427","34036","75241","30783","126877","19665","94232","15249","61249","12477","58844","10111","48267","4930","30092","850","9222","0","429","0","0","0","0","20241203"
"202411","5호선","답십리","12","2","9383","1590","19433","11299","58037","14536","79940","36165","39228","20041","24857","14167","20840","13972","22878","16112","21714","19105","20091","17839","21639","21888","28817","26345","33149","37111","34156","60293","16952","39010","11574","25541","9570","22474","7023","21062","3322","12811","509","4189","0","0","0","0","0","0","20241203"
"202411","5호선","동대문역사문화공원(DDP)","0","0","250","252","713","2998","1475","10004","2860","29533","3375","11850","3577","4554","3338","3497","2872","3771","3205","3834","3993","3596","4621","3451","6125","4029","13671","4486","20909","4761","7577","2947","4552","2263","3822","2405","2496","2339","1113","1939","219","533","0","7","0","0","0","0","20241203"
"202411","5호선","둔촌동","7","0","4614","688","9709","8750","25129","11803","28849","23195","18246","14768","13099","11664","13565","11079","14125","12301","14512","14644","14377","14359","16753","16394","20079","17837","22707","24313","22640","32662","11244","22675","8472","11449","7511","11554","8221","9197","2663","5601","291","1593","0","0","0","0","0","0","20241203"
"202411","5호선","마곡","5","0","2565","3349","8458","11910","25187","20341","26613","56940","15182","34453","12294","15622","13091","12824","13803","12935","14218","14549","15694","13798","19863","14068","25400","17257","38539","22087","46187","30297","19724","21697","15020","11809","13009","10877","8790","9609","3805","5438","533","2066","0","0","0","0","0","0","20241203"
"202411","5호선","마장","5","0","2430","578","6362","4374","16643","6914","21044","15605","12497","11461","9178","8436","9062","7938","10768","8733","9687","8971","9680","7479","11049","8496","13125","10142","12646","13455","12454","19225","7303","11756","6170","8015","5626","7070","3990","6868","1489","3954","215","1341","0","17","0","0","0","0","20241203"
"202411","5호선","마천","55","0","7540","350","14691","2649","45245","4413","35805","11842","18869","7298","12331","6678","10513","5969","11088","7099","9997","9576","8886","7595","8323","13127","9723","14836","9210","18426","10680","26882","4471","22751","3419","12645","2620","12371","1777","11641","774","6826","115","2685","0","0","0","0","0","0","20241203"
"202411","5호선","마포","8","0","2669","1908","8616","11167","28730","21330","39282","72802","23239","39139","18516","19000","18157","19438","19169","17040","21051","17208","20125","16031","21313","18284","27354","23089","41792","35346","60389","49439","22950","26955","20161","16924","21344","14830","15445","12795","6450","7620","917","2319","0","1","0","0","0","0","20241203"
"202411","5호선","명일","8","0","5741","1457","13642","3281","32592","7101","32414","13549","18840","10402","15897","10006","14044","9374","15015","9618","13416","12373","12635","11675","12378","15520","14657","19098","13094","19525","12452","35080","7892","26626","6885","14503","5787","12304","4562","12489","1703","7370","351","2458","0","8","0","0","0","0","20241203"
"202411","5호선","목동","38","2","8934","1423","21753","5908","61721","15052","74381","26220","38977","21599","26894","15850","25201","15078","25135","17774","23848","23691","22098","22826","22704","27541","25313","34987","28188","50488","28853","85666","16087","54522","13731","32460","13188","29858","12243","26546","4530","15071","675","4974","0","0","0","0","0","0","20241203"
"202411","5호선","미사","9","0","8341","757","23200","8048","74074","14120","69713","27402","36885","25577","27430","19695","25046","19881","26971","22904","27227","22518","24826","26189","28665","26224","30117","37103","32080","50355","32350","71824","19694","67596","18064","36730","17932","28830","15705","26197","7291","16359","1973","5995","0","0","0","0","0","0","20241203"
"202411","5호선","발산","3","1","3660","2564","11157","16070","29479","43939","31769","125669","22308","67478","21719","36657","25870","33954","30092","33632","34377","34335","38074","31832","44350","32225","51916","35183","82101","43645","97442","58759","42984","39257","36986","22150","35653","18034","27752","14429","11823","8974","1623","3200","0","0","0","0","0","0","20241203"
"202411","5호선","방이","3","0","2963","887","7346","3904","20116","8690","19834","24663","13232","13373","11688","9216","10549","9052","11720","11144","11721","11104","10687","12426","11750","13873","12919","16066","16705","22142","20834","24251","10483","18236","8938","10732","11653","8909","12417","7291","2991","5032","256","1307","0","0","0","0","0","0","20241203"
"202411","5호선","방화","29","1","5470","17","11887","3652","28719","5694","26519","13853","16243","8378","12357","6445","12109","6985","11870","8082","12014","9292","10798","9749","10963","11499","11393","13221","11689","16267","10565","22547","5425","20269","3639","12362","2957","11050","2004","10356","938","6420","123","2490","0","254","0","0","0","0","20241203"
"202411","5호선","상일동","69","0","10661","1224","32324","7705","77017","12458","62605","18524","36859","11073","26410","9795","21991","9667","22074","15201","19660","17552","17859","17189","19635","23665","20421","25353","21702","39397","20926","58903","11169","49907","8069","29389","5586","26749","4054","22681","1774","14443","494","6309","2","1268","0","0","0","0","20241203"
"202411","5호선","서대문","9","0","3285","992","6807","17296","19155","70469","25287","173881","19400","58893","18562","27784","22757","24619","24022","23849","23153","29697","27411","22113","35640","18170","47015","19693","84623","23577","120660","29341","35851","16227","27118","11112","24730","10994","17105","8536","6135","4962","622","1431","0","28","0","0","0","0","20241203"
"202411","5호선","송정","34","0","3996","1165","8174","3809","18372","7301","23222","12014","16011","7989","11731","6635","10461","7441","11717","7889","10274","8577","9839","8817","9767","10264","11294","12119","12880","14324","12538","20272","7538","15950","5711","10949","4638","9944","3688","9165","2017","5572","294","2171","0","0","0","0","0","0","20241203"
"202411","5호선","신금호","43","0","2984","508","7395","2748","20684","8359","30959","13699","16963","8729","11001","6662","9689","6967","9881","8149","9925","9255","9555","9685","9483","12106","11758","14578","11421","18994","10825","27743","7660","17948","5230","11393","4352","10940","2948","9386","1158","5780","289","2059","0","0","0","0","0","0","20241203"
"202411","5호선","신길","41","2","2584","433","4880","2232","17807","5303","27405","14623","12659","7295","8041","3671","6306","3784","6405","4292","5852","4636","5333","4861","5539","6149","6730","8532","9982","13399","13955","23859","5447","13563","3981","10900","3931","10983","3297","10056","1754","6276","302","1802","0","0","0","0","0","0","20241203"
"202411","5호선","신정(은행정)","115","0","12955","896","24281","3635","62880","8401","78445","13742","39203","8995","21976","7704","18607","8396","18869","9671","17696","11907","14456","13473","13499","18392","15180","23421","16637","32148","15643","50129","8678","36153","6261","24213","5014","22670","4123","20905","1712","12814","243","3696","0","0","0","0","0","0","20241203"
"202411","5호선","아차산(어린이대공원후문)","28","1","9693","1428","18287","6875","43624","13410","58956","32647","33639","21371","23358","21284","21922","21779","24894","21338","26746","22188","27032","22440","29718","27005","32165","31689","32394","37339","30195","56206","17336","38621","12785","24350","12050","20641","7946","18313","3487","11213","523","3239","0","0","0","0","0","0","20241203"
"202411","5호선","애오개","100","16","2510","691","6300","4303","20506","8343","28898","19310","14376","12060","9826","7086","9752","6869","10390","6628","10320","8271","9445","8632","10803","9416","10764","11177","13189","16689","16150","23223","7367","14287","5331","9251","4192","8340","2868","7876","1119","4542","147","2034","0","351","0","0","0","0","20241203"
"202411","5호선","양평","4","0","2762","1266","7339","4712","26007","9703","31342","42342","14912","15542","9063","6457","8566","6114","9663","6536","9410","7145","8208","7185","9402","8332","11622","10235","20934","14493","33914","25446","9757","16859","6551","10962","4876","10699","3613","9285","1359","5638","210","1743","0","0","0","0","0","0","20241203"
"202411","5호선","여의나루","11","0","1142","1385","3176","10227","6575","46959","10461","79381","7140","35499","8087","25438","10734","25019","12114","24503","14081","28224","18536","27925","25091","30564","32493","30552","66394","31624","72654","30880","33458","16332","36454","9872","23921","6924","15467","5103","5700","2814","517","961","0","0","0","0","0","0","20241203"
"202411","5호선","여의도","23","0","2849","3055","4557","25914","10597","152263","15528","230517","13606","91895","15942","39489","23779","38658","24194","35449","30850","39008","35295","31133","44507","30274","60609","31614","159232","36892","185071","42632","74320","18608","61677","10492","49280","9142","27659","7679","9651","4545","1243","2319","0","9","0","0","0","0","20241203"
"202411","5호선","영등포구청","2","0","1243","598","3141","2464","9250","6883","14882","27170","7056","11150","4725","5550","5233","4967","5755","5327","6183","5524","5942","5497","6823","5721","8188","6421","12697","9064","23998","16592","7715","8234","5664","5035","5408","4760","3713","4282","1856","2506","281","620","0","0","0","0","0","0","20241203"
"202411","5호선","영등포시장","6","0","3161","921","7014","5140","26384","13722","39526","44145","18462","27385","12694","18760","13601","18718","16454","22538","17057","24638","18488","19973","22101","17533","27069","18362","34374","23732","45620","38628","19013","22106","12982","13875","11588","13041","8701","11795","3505","7375","480","1788","0","0","0","0","0","0","20241203"
"202411","5호선","오금","28","1","1132","516","3324","3022","8045","10070","8770","22231","6035","7942","5419","4269","5480","3709","5945","4202","5601","4112","5328","4636","7261","4807","8188","6041","11393","7316","15897","8125","4947","6691","3472","3878","2867","3641","2256","3914","817","2574","130","974","0","0","0","0","0","0","20241203"
"202411","5호선","오목교(목동운동장앞)","2","0","5249","1790","16532","8986","51528","24705","58411","61235","34364","49013","26327","30030","27123","29421","30238","30730","30383","34228","31831","33407","34050","36837","40734","44650","49963","57861","62089","80020","34363","48210","35442","28655","27291","25299","22620","21208","7225","11810","1046","3591","0","0","0","0","0","0","20241203"
"202411","5호선","올림픽공원(한국체대)","10","0","1436","795","5892","3925","12935","6570","14262","12478","10264","7469","9102","7535","8227","7446","8903","8950","9214","9833","8352","10918","11072","12072","12149","13541","12946","14431","10572","13814","5914","9292","12049","5787","11208","5416","9070","4435","2321","3335","232","870","0","1","0","0","0","0","20241203"
"202411","5호선","왕십리(성동구청)","44","1","2271","584","2207","3235","6011","6439","9353","18038","5712","10538","5071","7537","5751","7905","6176","8295","6652","9331","7681","8884","8434","9371","10840","10521","11865","13370","14859","18767","9088","10013","8400","5790","8774","5288","7569","4650","3413","2685","636","2049","0","444","0","0","0","0","20241203"
"202411","5호선","우장산","0","0","7942","1021","24097","4741","55570","15211","61732","24513","34154","16549","27013","14631","26473","14821","26294","18216","24148","20144","21701","22545","24837","26014","26921","31247","25165","38329","20569","59887","12575","42897","9280","27017","7907","23943","6804","23684","2000","13666","332","3723","0","0","0","0","0","0","20241203"
"202411","5호선","을지로4가","3","0","418","507","1034","6000","2597","18025","4166","44336","4207","21178","5105","12787","6356","12151","7519","10719","9096","10135","11045","9115","12691","8439","15485","7752","29180","7453","38070","8159","14526","4476","10063","2905","8722","2775","6045","1906","2820","1354","423","536","0","0","0","0","0","0","20241203"
"202411","5호선","장한평","39","0","8553","1389","19945","14750","59146","23586","80172","68791","43493","32010","26895","22636","23411","20125","25443","20714","25339","22367","24643","22102","26545","24984","34698","31335","47199","46053","63121","70839","26942","49215","16078","29748","13679","27277","10935","24327","4610","15115","710","4504","0","204","0","0","0","0","20241203"
"202411","5호선","종로3가","25","3","1405","472","2376","7391","3597","15784","6103","47109","7978","38318","10960","33599","13647","37636","19137","37676","22678","36954","28244","33702","36469","32513","43220","31989","53739","36491","64099","40796","38642","23217","37283","13025","41553","9867","34019","8016","18530","4920","2409","1733","0","14","0","0","0","0","20241203"
"202411","5호선","천호(풍납토성)","70","3","7658","2221","12981","16292","33682","20052","43128","41473","26225","39274","24504","29633","27489","29975","33251","32012","33720","36538","35344","33519","41438","36927","49306","38975","54280","47531","55134","61983","37081","41987","32567","25020","23733","22542","18799","18788","9197","11705","1854","3992","0","0","0","0","0","0","20241203"
"202411","5호선","청구","14","0","1654","316","2623","1953","7240","3778","11288","14299","7104","8597","5627","4356","5288","4083","5206","4623","5657","5095","5598","5270","5792","5677","7628","6340","9455","8209","14174","11192","7375","7247","4783","5009","3936","4570","3245","4305","1742","2703","205","791","0","0","0","0","0","0","20241203"
"202411","5호선","충정로(경기대입구)","10","0","1003","236","2755","2428","6357","16060","8842","38384","5819","14524","4183","4843","4957","4672","5273","4470","5543","5406","5975","5310","6559","4508","8355","5173","19578","7055","31111","9825","9029","5919","5759","4237","5409","4172","2992","3812","1273","2511","249","676","0","65","0","0","0","0","20241203"
"202411","5호선","하남검단산","11","0","4662","6","9946","3108","24990","5170","20886","12294","13580","10217","11463","10039","10110","9377","11101","11403","10982","10382","10730","10466","12425","13607","13673","12410","13877","16303","12451","18588","7644","17347","6721","10941","5400","9749","4323","8032","1220","5815","149","2713","0","0","0","0","0","0","20241203"
"202411","5호선","하남시청(덕풍?신장)","27","1","5975","171","14430","3760","32185","6420","29132","16309","19410","9714","15465","10449","14164","9890","15697","9817","14242","13441","13218","11314","14297","17390","16454","18702","15829","18971","15273","27033","8337","23673","6676","14411","5267","13048","3203","12195","1448","7170","304","3644","0","0","0","0","0","0","20241203"
"202411","5호선","하남풍산","3","0","2014","400","5687","2311","10705","7390","12434","17444","8040","10726","7227","7043","6966","6323","7432","5346","7513","7031","7516","6688","8995","7024","10312","8877","13003","8225","14519","12081","5591","10740","4003","5832","3852","5564","2499","5110","859","3396","159","1290","0","0","0","0","0","0","20241203"
"202411","5호선","행당","17","1","4121","625","11885","2832","32147","4969","45661","9836","23728","7112","15351","5469","13108","6917","12977","7673","11583","8990","10400","10662","11005","12906","10596","16537","11010","21377","10250","32781","6509","21183","5039","13917","4010","12886","3202","10974","1110","6314","250","2003","0","0","0","0","0","0","20241203"
"202411","5호선","화곡","473","3","24346","1745","42625","10704","115986","15699","149246","34564","75544","27365","47720","19144","42654","21004","44711","24345","40890","27984","35082","32719","34602","40252","38331","53033","40886","71410","41255","129541","23250","88680","16994","56536","15026","51565","11054","45422","4751","27552","712","8447","0","1","0","0","0","0","20241203"
"202411","6호선","고려대(종암)","25","0","3902","1025","7548","5171","21186","14131","28332","30702","15608","17313","13451","16863","12748","13212","14614","11838","16046","14586","18139","12642","16202","11919","24173","14849","27265","17537","23426","27933","12136","19681","10180","12477","12816","12438","8192","12028","3362","8211","698","2580","0","46","0","0","0","0","20241203"
"202411","6호선","공덕","136","2","5350","2281","9105","12620","23521","40008","34395","101713","25847","53455","21441","24825","22951","22027","24560","22023","26877","22991","26771","22365","31924","23130","38115","28886","62716","36734","86515","47496","37808","28700","30394","18867","28679","17746","21192","15338","9557","10692","1297","4526","1","189","0","1","0","0","20241203"
"202411","6호선","광흥창(서강)","5","2","3309","1492","8511","5727","21994","15443","29210","32985","19135","20298","14357","13273","15264","10787","15767","11725","14202","11983","14103","12047","15278","13611","17308","14695","23160","19036","29917","26550","13708","18540","9640","11800","8701","10547","5751","10349","2414","5910","392","1874","0","0","0","1","0","0","20241203"
"202411","6호선","구산","34","1","6663","185","13063","2074","32264","6752","40787","7757","22740","5840","14864","5281","13688","6955","14021","7360","12742","7779","10841","9180","12292","11660","13630","14894","12489","17885","9930","24187","6414","20753","4724","11159","4179","10177","3969","8748","1362","5441","185","1799","0","0","0","0","0","0","20241203"
"202411","6호선","녹사평(용산구청)","27","1","1208","607","2105","4495","4773","8694","7580","17616","6561","10059","5111","7944","5480","7774","5919","9928","6541","10585","7352","10492","9422","11712","13083","11632","16362","14484","20089","16323","12702","10336","11505","6099","13042","5311","10501","4426","5247","2776","583","877","0","0","0","1","0","0","20241203"
"202411","6호선","대흥(서강대앞)","8","0","2555","1165","5592","5602","16218","16304","23534","37673","15425","22204","11433","22888","12205","15577","14359","14445","18649","19104","15190","13660","16945","15330","24079","16965","28516","20906","29541","28724","14445","17355","12697","10361","13422","9238","12027","9184","4377","6479","692","1926","0","1","0","0","0","0","20241203"
"202411","6호선","독바위","5","0","2368","228","4944","1150","14484","2070","13793","3278","7210","2939","4608","3125","4313","2635","4460","3208","3891","3398","3538","3641","3771","4528","3999","5865","3580","7676","3082","12323","1785","10274","1202","6133","780","5280","549","4880","356","3088","55","1231","0","0","0","0","0","0","20241203"
"202411","6호선","돌곶이","41","1","7461","1897","15440","7346","41853","6904","46349","18620","24235","11912","16572","9277","14095","9614","15783","12460","15465","12952","13466","11964","13652","15792","17355","18342","20151","23656","16929","36727","10707","28945","7143","16825","6608","14844","5127","14333","2518","8592","371","3038","0","0","0","0","0","0","20241203"
"202411","6호선","동묘앞","95","1","4779","924","5463","4224","11242","8352","17019","22547","14018","19623","13171","17000","15608","18490","18081","18455","19110","21189","21982","19718","24234","18225","26404","17906","26899","18196","22680","21181","13076","15701","10216","10579","8012","10399","6117","10424","3191","8156","500","2473","0","56","0","1","0","0","20241203"
"202411","6호선","디지털미디어시티","192","6","7131","3191","18210","12244","55322","31034","59313","68398","33170","32646","20988","13304","17737","12300","18227","13688","17117","14883","15314","15468","17222","18273","24441","26390","38719","35750","48410","53868","20357","37571","11153","23670","8989","22603","6297","20888","3174","12497","764","5081","0","16","0","0","0","0","20241203"
"202411","6호선","마포구청","37","2","6615","1799","15569","8622","43671","16385","59574","37492","38231","21388","23504","14576","23360","13965","22812","17469","22222","18644","20661","17922","21558","21888","25701","24305","30492","30845","38302","46785","19685","33090","13147","22830","12074","20356","8750","19737","4224","12535","654","3288","1","0","0","0","0","0","20241203"
"202411","6호선","망원","11","1","6049","887","10082","5788","28351","10584","39376","33218","26677","33997","20313","26344","20792","29732","25412","31287","27167","36293","27651","32529","29577","37043","33147","40051","38338","43610","43829","54232","29712","36783","25327","19873","23486","17462","19190","14804","9431","10015","1353","2546","1","1","2","2","0","0","20241203"
"202411","6호선","버티고개","4","0","861","328","1883","1527","5635","2714","7786","6271","5474","3897","3882","2770","3390","2245","3337","2707","3356","2930","3174","3345","3576","3906","3832","4311","5181","5112","6752","7325","3300","5335","2097","3564","1749","3380","1391","2984","634","2102","111","577","0","35","0","0","0","0","20241203"
"202411","6호선","보문","19","0","4542","951","8447","4651","24067","10150","34554","20779","19308","11670","12155","8205","11517","8140","12324","8797","12257","9655","11552","9101","12359","11261","14987","13247","16960","17472","19139","26664","9342","19984","7472","12947","7264","13066","5984","12918","3308","8839","754","2974","0","1","0","0","0","0","20241203"
"202411","6호선","봉화산(서울의료원)","9","1","6102","941","16096","2710","46258","5824","42136","12774","21474","7836","15354","6792","13522","6700","13901","8443","12267","10509","10458","10356","10571","13885","12261","16835","13056","22523","10830","31195","5615","29061","4101","16826","3390","14630","2845","14921","1186","8392","170","3192","0","273","0","0","0","0","20241203"
"202411","6호선","불광","33","0","1616","620","4736","2777","12676","3480","15249","7905","8580","8054","7090","6234","7690","6508","8122","6677","9034","7774","9445","7492","10654","8317","11892","9296","10941","12040","10281","16565","6016","12063","5069","6708","3847","5946","2272","6061","952","3712","186","1227","0","0","0","0","0","0","20241203"
"202411","6호선","삼각지","4","0","1790","732","3616","7095","8557","15460","13803","29083","10261","15020","8552","11145","9527","10610","11446","11711","13543","12496","14561","10223","17241","10636","20626","11737","27936","14450","32206","17990","15172","10917","12312","7457","12420","7013","10281","7674","5689","5037","936","1552","1","1","0","0","0","0","20241203"
"202411","6호선","상수","19","0","5590","1227","7179","3836","11116","6496","14430","23853","10741","36941","8622","23314","9146","18944","12619","20814","14188","23196","15489","20507","18273","20149","24879","23181","28129","28907","31274","38101","22267","25106","22223","15963","24969","13030","25484","12074","16949","9535","3032","3092","0","0","0","1","0","0","20241203"
"202411","6호선","상월곡(한국과학기술연구원)","30","1","5660","483","9355","2487","24836","4060","29846","13276","16555","8518","11059","7757","10601","6458","10295","6789","10373","8329","9398","7488","8933","9615","10867","11519","10527","14861","10569","20438","5940","17217","3585","10486","4375","9837","2676","9518","1350","6296","208","2199","0","2","0","0","0","0","20241203"
"202411","6호선","새절(신사)","92","1","11656","636","21960","4988","56000","8490","64902","15669","34061","13108","21775","10548","19309","11549","19988","13178","18101","16103","16419","15515","16895","21418","21340","24467","18756","32962","15654","50381","9423","39738","6365","24364","5614","21155","4296","18993","1920","12380","277","4290","0","8","0","1","0","0","20241203"
"202411","6호선","석계","1202","1","9100","1768","19762","5448","49772","9720","56373","16681","31666","12043","21749","11209","18743","14024","20086","15287","19842","16390","17563","17451","17488","21656","18744","28262","19916","35904","17012","54368","12044","42762","8939","25789","8407","22578","6897","20502","4048","12907","871","4721","0","6","0","0","0","0","20241203"
"202411","6호선","신내","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20241203"
"202411","6호선","신당","134","4","5683","1264","5141","8124","7511","14403","12794","36631","10185","23508","8847","15113","10808","12564","13360","12181","13848","12559","13995","12000","16447","11595","19792","13786","24389","15979","28354","22217","17575","20802","16951","11189","15953","9055","17785","8411","7926","8550","1753","2615","0","32","0","0","0","0","20241203"
"202411","6호선","안암(고대병원앞)","16","0","1948","1417","3556","7344","10381","19237","14006","50702","12528","37834","15911","41798","18748","27821","20385","22436","22576","29174","28059","22321","29094","16773","44408","17784","55136","20299","39620","27474","23028","18993","22728","12931","22188","13358","19797","13713","12442","9342","2339","3806","0","151","0","0","0","0","20241203"
"202411","6호선","약수","8","0","1287","282","1976","2449","4718","6185","7962","16872","6386","9458","5204","5611","4938","5368","5619","5313","5696","5592","5968","5267","6432","6133","7715","6544","9989","8479","13487","10215","7390","6029","5653","3678","5788","3412","4487","2689","2329","1730","464","603","0","0","0","0","0","0","20241203"
"202411","6호선","역촌","3","0","2439","371","5886","3237","16301","3203","17293","7633","9371","4584","6506","3696","6042","4679","6259","5266","6362","5070","5534","5623","4991","6560","5364","8703","5674","11937","4976","18495","2843","14304","2161","7990","1747","7727","1314","7227","511","4828","78","1475","0","0","0","0","0","0","20241203"
"202411","6호선","연신내","0","0","0","0","1","0","1","0","6","0","15","0","14","0","7","0","13","0","13","0","9","0","5","0","8","0","5","0","8","0","3","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","20241203"
"202411","6호선","월곡(동덕여대)","15","1","7105","706","14710","4053","40990","8071","50226","27015","26795","17094","18819","14167","17493","13001","18157","13697","18402","16244","17435","16385","18041","19084","21017","24768","23359","29934","26081","44517","13798","33435","10122","19764","8559","18484","6069","16646","2923","10915","582","3645","0","0","0","0","0","0","20241203"
"202411","6호선","월드컵경기장(성산)","22","0","932","1652","2772","15161","8934","16453","10855","11771","6797","13615","7940","17756","9287","18746","10460","21614","11915","26930","15826","25679","20500","20632","32226","14327","25976","10708","27167","12759","9799","8556","6008","5361","5484","4034","3450","3138","1515","1758","172","442","0","0","1","1","0","0","20241203"
"202411","6호선","응암","25","0","12600","1374","27071","6636","73146","9701","92527","21501","49967","16511","30855","15456","28271","15795","29349","18984","27397","20045","23528","22878","23079","29984","25187","37311","26285","51223","24711","79111","13839","59148","10403","37188","8727","32172","6344","28804","2756","18892","451","5945","0","0","1","1","0","0","20241203"
"202411","6호선","이태원","119","6","10517","1690","9367","10963","9158","12622","11495","30130","10639","26655","10058","19412","10506","16832","12831","18380","14674","19806","17149","19136","22001","20319","30228","24692","32579","29423","38476","35432","28781","29621","25759","22746","26523","20791","24955","20412","17468","17306","2886","6186","0","0","0","0","0","0","20241203"
"202411","6호선","증산(명지대앞)","13","1","7756","679","15171","3814","38083","5174","46620","11483","27726","9093","17893","8684","14975","9721","16044","10090","15160","11886","13529","12456","13113","16393","14354","20714","13708","27866","13254","42842","7717","31650","5555","18798","4268","18747","3438","16198","1440","9548","290","3130","0","0","0","1","0","0","20241203"
"202411","6호선","창신","6","4","2988","242","5343","1990","15694","5460","18197","6680","9680","4094","5899","3624","4996","3072","5753","3744","5145","4309","4277","4103","4927","4632","5997","5751","5459","7534","5235","10067","3183","7817","2806","5101","2103","5032","1186","4628","609","3138","113","959","0","0","0","0","0","0","20241203"
"202411","6호선","청구","1","0","1802","453","3131","2791","7813","6707","10287","21917","7148","11689","5264","4866","4669","4225","4820","4430","5379","4710","5272","4524","5699","5320","7470","6017","8470","7147","14394","8289","8701","5424","5328","3750","4162","3632","3498","3374","1748","2209","364","813","0","0","0","0","0","0","20241203"
"202411","6호선","태릉입구","14","0","4934","1149","7618","3237","19273","3770","23707","10664","12711","8311","9789","6303","9570","8962","9764","7797","9620","8616","9266","9606","9477","10163","10510","13095","10661","16811","10462","25810","6590","19710","5060","11747","4774","11538","3914","10290","2066","7969","460","3955","0","0","0","0","0","0","20241203"
"202411","6호선","한강진","24","0","655","797","1616","9829","4093","23401","5761","42405","5708","31877","4224","23772","5759","22840","7967","21996","10535","28246","13534","23109","21141","26504","32033","27656","42061","27220","46899","29001","30032","13340","27107","5327","25740","4246","22329","3312","4038","2417","531","1651","0","172","0","0","0","0","20241203"
"202411","6호선","합정","76","1","3833","1240","6509","6883","13552","17012","20917","42188","16192","30437","13162","20328","14755","20113","17555","20993","20360","23423","21416","20932","23384","23167","26910","28366","35118","34035","49563","48184","32709","29419","30213","16128","33672","13552","30143","12001","16593","8875","2743","2561","1","0","0","1","0","0","20241203"
